user_id	resource_id	real_rating	predict_rating	
60	82	3	4
303	294	4	3
52	531	5	4
88	315	4	5
178	98	5	4
200	208	5	5
151	732	4	4
387	224	5	4
199	111	3	3
60	605	3	4
325	614	4	3
7	101	5	4
2	307	3	4
263	143	5	4
334	1524	4	4
249	98	5	5
286	1411	2	3
293	474	5	4
305	511	4	4
301	215	5	4
299	67	2	3
200	373	4	4
160	32	5	4
102	565	2	2
42	1044	4	4
378	155	4	3
322	521	5	4
321	855	3	4
70	588	5	4
363	555	1	2
113	242	2	4
360	735	5	4
314	155	5	4
64	161	3	4
206	1430	1	2
333	79	3	5
118	655	5	5
250	969	5	4
228	313	5	4
393	15	3	4
182	423	5	4
16	160	4	4
52	15	5	4
234	435	3	3
128	58	3	4
279	50	3	4
100	1236	3	3
314	1503	3	4
380	518	3	3
200	584	4	4
219	132	5	4
342	189	5	4
210	735	4	4
178	25	3	3
104	412	3	1
283	659	5	4
102	831	2	2
59	609	2	4
117	742	4	4
186	327	3	3
334	608	4	4
13	100	5	4
181	1361	1	2
207	832	3	2
293	71	4	3
116	1089	2	2
250	184	1	4
393	1285	3	3
13	71	4	3
274	255	2	4
295	812	4	4
378	508	4	4
91	327	4	4
135	564	1	2
213	357	5	5
44	1058	4	4
356	748	4	3
162	544	4	3
30	688	3	2
245	411	3	3
254	429	4	4
256	2	5	4
21	595	3	2
345	1247	2	2
184	582	4	4
113	324	2	3
294	346	3	4
214	856	4	4
223	321	1	2
382	276	3	4
279	1230	3	2
235	523	5	4
72	423	5	4
190	405	4	3
262	762	2	3
267	433	5	4
141	288	3	4
151	49	3	4
223	25	1	3
83	122	1	2
249	39	4	4
305	100	3	4
227	116	4	4
279	290	4	3
181	1129	1	2
393	126	4	4
70	398	2	2
342	657	5	4
250	324	2	3
198	636	3	3
292	118	3	4
235	237	4	4
296	210	3	5
313	650	4	4
216	7	5	4
139	127	5	5
297	625	3	3
288	276	4	4
110	77	4	3
130	94	5	4
48	423	4	4
200	196	4	4
16	99	5	5
59	823	5	3
95	151	4	4
380	1444	1	2
181	1134	2	1
19	310	4	4
333	180	1	4
182	100	3	4
235	174	4	4
285	313	5	5
25	238	4	4
328	1015	3	3
130	508	4	4
262	778	4	3
150	93	4	4
164	118	5	4
128	686	4	4
276	420	4	4
146	313	4	4
201	20	2	3
184	405	2	3
22	393	4	3
7	435	5	4
303	568	4	4
65	239	5	4
291	48	5	5
201	856	3	4
389	124	4	4
313	203	5	4
21	687	2	2
305	385	1	3
43	405	4	4
210	44	3	4
64	238	4	4
225	172	5	5
57	411	4	3
196	25	4	3
311	715	2	3
244	1107	2	3
151	200	3	4
378	1044	3	4
10	447	4	4
5	441	1	2
60	88	4	4
10	418	4	4
360	197	5	4
316	190	5	4
60	143	3	4
394	42	4	4
378	179	2	4
94	282	3	3
130	833	4	4
92	238	5	4
172	582	4	3
178	746	3	4
244	294	4	3
370	116	3	4
7	636	4	4
177	1067	4	3
343	163	5	4
317	328	4	4
223	286	1	3
178	454	4	3
122	737	4	4
177	878	1	2
280	157	3	3
314	218	4	4
352	7	3	4
320	452	3	3
128	213	3	4
7	431	4	4
149	896	4	3
125	198	3	4
77	1028	1	3
128	425	5	4
276	727	3	3
336	451	2	3
108	515	5	4
94	921	5	4
201	443	3	4
189	294	5	3
109	291	3	4
274	478	5	5
392	333	4	4
293	619	1	2
385	661	4	4
159	1025	2	3
385	99	2	3
141	151	2	4
49	1009	3	3
291	383	2	3
115	763	2	4
374	223	5	4
320	188	4	4
325	510	4	3
363	591	4	3
5	69	1	4
268	182	4	4
94	366	3	3
116	286	3	3
263	95	5	4
95	862	1	2
210	65	4	4
222	722	3	3
130	66	5	4
276	672	3	3
43	63	3	4
70	128	4	4
393	539	3	3
343	724	4	4
230	1192	4	3
315	285	5	5
292	111	4	4
294	748	3	3
186	288	1	3
342	655	4	4
94	731	3	3
7	461	4	4
313	843	3	3
42	736	5	4
277	15	4	3
104	282	3	3
144	96	5	4
295	997	3	3
363	114	5	5
165	181	5	4
67	472	4	3
378	159	3	3
295	7	5	4
181	976	1	0
49	713	3	2
307	81	5	4
383	505	4	5
70	48	4	4
380	154	3	4
320	554	4	3
263	144	4	4
303	1012	4	4
275	662	3	3
344	125	3	3
219	114	5	5
291	1188	4	3
21	118	1	2
276	302	5	4
313	831	3	3
373	179	3	4
130	669	4	2
87	1187	2	4
373	228	4	4
94	100	5	5
7	7	5	4
188	485	3	4
118	474	5	5
3	348	4	3
368	436	3	3
114	654	3	4
377	288	5	4
3	351	3	3
329	303	4	4
346	31	4	4
18	955	4	3
194	175	3	4
204	297	5	4
11	291	4	3
102	298	3	3
222	768	2	3
293	1057	2	2
43	17	3	3
174	268	5	4
293	181	3	3
94	82	4	4
30	28	4	4
328	916	2	3
389	429	4	4
160	118	3	3
63	1011	1	3
293	69	3	3
186	225	4	2
254	199	4	4
301	582	2	3
312	496	5	5
258	315	3	4
311	592	5	4
92	249	3	3
161	215	2	3
18	188	3	4
43	98	5	5
312	967	3	4
328	550	3	3
141	864	3	4
387	773	4	3
38	211	1	4
80	208	5	4
119	544	2	4
151	79	4	4
360	302	4	5
145	696	3	3
357	125	5	5
393	940	2	2
85	89	4	4
390	989	5	3
1	193	4	4
128	118	5	3
145	895	3	3
298	69	4	5
387	1115	3	3
269	93	3	4
15	9	4	3
135	183	4	4
90	79	4	5
313	154	2	4
201	36	1	2
354	1007	4	4
85	702	2	3
385	153	4	3
145	713	4	3
327	196	4	4
246	145	1	2
368	219	2	3
87	87	4	4
7	550	4	4
195	46	3	3
393	128	3	4
279	120	1	2
151	183	3	4
286	168	4	4
275	496	3	4
312	443	4	4
147	751	2	4
387	201	5	3
42	183	4	4
276	403	4	3
175	183	4	4
201	187	3	4
380	62	1	3
194	286	1	4
288	69	5	4
50	123	4	3
117	588	3	4
315	127	5	5
167	733	2	3
18	428	3	4
303	735	4	4
44	252	2	3
184	69	3	4
123	735	2	4
274	208	4	5
385	423	2	3
145	348	4	4
126	302	4	4
190	363	2	2
83	63	4	4
306	13	4	3
373	747	4	4
360	283	4	4
174	1028	4	3
280	5	4	3
279	998	5	3
323	772	3	3
382	25	2	3
399	813	3	4
286	993	2	4
181	251	1	2
323	286	3	4
390	124	4	5
201	1153	2	3
109	1039	2	4
121	428	5	4
295	82	4	4
73	180	4	5
291	66	4	4
347	819	1	3
382	171	3	4
180	28	3	4
339	632	4	4
246	29	1	2
173	1265	3	4
199	117	3	3
374	931	3	2
339	631	5	4
45	100	5	5
315	603	5	5
233	82	4	4
194	514	3	3
91	230	4	4
117	109	4	4
279	63	3	3
13	665	2	2
13	345	4	3
361	183	4	4
197	62	2	3
175	669	1	2
339	1301	3	4
21	875	4	3
309	938	4	3
186	988	4	3
347	829	4	3
308	25	4	3
265	477	3	3
299	333	4	3
21	441	3	3
130	39	4	4
315	100	5	5
243	268	4	4
393	681	3	3
276	1089	2	2
238	220	3	3
158	286	4	4
387	208	3	4
48	511	5	4
178	187	4	4
388	56	3	5
90	14	5	5
172	1134	2	3
13	261	1	2
207	568	4	3
270	1148	5	4
252	275	5	5
371	237	5	4
149	301	3	3
148	509	5	4
326	200	2	3
396	841	4	3
387	183	4	4
156	124	3	4
274	476	4	3
326	563	3	3
152	67	5	4
285	902	4	4
18	193	5	4
189	15	2	4
262	447	3	3
198	410	1	3
291	375	1	2
326	233	4	3
292	83	5	5
231	846	4	3
88	261	5	4
182	471	4	3
181	1388	1	2
308	313	3	4
231	151	1	4
347	65	2	4
64	9	4	4
276	307	4	4
311	239	3	4
83	452	3	3
94	685	4	3
334	1411	1	3
192	340	4	4
72	127	5	5
401	486	4	3
255	259	3	2
94	650	5	4
396	291	4	4
166	300	5	4
398	69	5	4
234	1050	3	3
72	177	4	4
271	356	4	4
228	87	1	3
125	1000	3	3
94	458	4	3
326	141	3	3
181	25	5	2
357	118	5	4
124	96	4	3
222	746	5	4
338	945	4	4
140	258	3	4
11	663	4	4
255	833	4	3
63	678	2	2
275	102	3	3
352	173	1	4
198	692	2	3
64	1141	5	3
179	303	1	3
174	21	1	3
303	118	2	3
237	423	4	4
249	108	3	4
357	326	5	4
217	281	2	3
313	527	4	4
248	11	5	4
109	820	3	3
382	290	4	3
378	1028	2	3
393	1048	3	3
76	960	3	4
102	510	4	3
360	194	3	4
234	73	2	3
82	225	3	2
279	319	4	3
89	845	2	4
181	260	1	1
209	301	3	3
330	47	5	4
264	762	3	4
267	578	3	3
92	96	4	4
87	566	5	4
393	88	3	4
194	1058	2	3
90	1125	4	5
92	393	3	3
146	688	1	2
119	199	5	4
18	169	5	5
171	1022	3	3
325	340	3	3
291	1215	1	2
369	988	3	3
292	56	5	5
144	591	3	4
374	824	4	2
389	1530	2	2
141	476	3	4
41	518	3	4
393	683	4	2
351	538	4	4
144	471	4	4
332	928	5	4
244	1039	4	4
251	12	4	5
125	692	3	4
11	733	4	3
328	1041	3	3
234	265	3	3
181	1049	1	1
363	62	2	3
205	269	3	4
385	304	3	3
328	696	3	3
393	252	3	3
94	1089	2	2
130	729	4	4
301	154	4	4
339	181	4	4
63	300	4	3
256	370	3	4
14	475	3	5
90	1109	3	4
38	118	5	4
178	739	4	4
6	483	5	4
276	168	5	5
62	318	5	4
85	340	3	3
304	310	3	4
327	410	2	3
261	988	3	3
72	121	3	4
37	22	5	4
398	481	3	4
28	678	2	3
69	100	5	5
342	1160	3	4
141	1013	1	3
293	92	4	4
142	288	3	3
117	98	4	5
159	471	4	4
244	1074	4	3
296	56	5	5
13	501	5	3
95	683	4	2
279	1032	3	3
15	307	1	3
181	825	1	2
115	443	4	4
354	285	5	4
1	232	3	3
347	82	5	4
373	729	4	4
245	473	2	3
397	1019	3	4
7	185	5	5
116	347	2	3
379	402	3	4
244	181	4	4
318	162	5	4
290	474	3	4
200	560	4	3
45	237	4	4
225	418	5	5
387	564	1	2
259	200	4	4
119	1202	4	4
279	1052	4	3
92	663	4	4
158	803	3	3
327	517	2	4
128	14	5	4
67	7	5	4
16	603	5	5
87	97	5	4
393	62	4	3
308	160	4	4
121	249	1	4
200	391	4	4
13	219	1	3
214	307	3	4
399	591	3	3
271	744	4	3
354	702	3	3
336	276	4	3
316	283	5	3
246	470	4	3
379	443	4	5
229	748	3	2
43	951	3	3
145	327	5	3
268	735	3	3
6	526	3	4
294	105	3	3
14	202	3	4
267	475	5	5
46	151	4	5
222	142	2	3
27	121	4	3
301	756	4	3
7	562	5	4
370	657	3	4
206	294	2	3
326	67	2	2
387	844	5	3
59	490	4	4
249	479	5	5
314	1085	1	3
354	1101	3	4
12	28	5	5
378	222	3	4
60	180	4	5
354	61	5	4
72	480	5	5
378	233	2	3
7	191	5	5
303	300	1	3
334	216	3	4
42	409	3	4
216	93	4	4
250	948	3	2
269	475	5	4
167	73	2	3
336	49	4	2
332	204	4	5
271	411	1	3
268	169	5	4
223	22	5	4
156	180	5	4
239	8	5	5
7	683	4	2
345	443	5	4
2	257	4	4
72	100	5	5
301	273	1	4
267	204	4	4
117	143	1	4
46	181	4	4
64	367	4	4
399	1314	3	2
354	276	3	4
164	181	5	5
296	274	4	4
44	717	3	3
95	90	2	3
1	236	4	4
197	127	5	4
336	399	3	3
305	190	3	4
62	213	4	4
389	507	5	4
387	501	4	3
338	663	5	4
222	665	1	2
299	916	3	3
24	318	5	5
380	229	3	3
264	745	5	5
335	269	4	4
348	276	3	4
7	139	3	4
343	306	4	4
137	249	4	4
92	46	4	4
116	322	2	2
101	24	4	3
321	736	4	4
268	246	5	4
234	300	3	3
48	170	4	4
338	133	4	4
347	12	3	5
393	142	4	3
379	1032	2	3
136	42	3	5
82	479	4	4
187	275	5	5
111	896	2	4
387	1012	4	3
327	514	4	4
379	401	3	4
94	410	4	4
346	76	4	3
10	160	4	4
375	684	4	4
158	244	4	3
26	292	3	3
395	151	3	5
188	732	3	4
222	268	4	4
42	79	5	5
262	432	3	3
94	96	3	4
263	177	4	4
228	204	3	3
290	450	2	2
47	302	5	5
378	284	3	3
301	164	3	4
72	581	4	3
192	1405	5	4
339	23	5	5
42	234	4	4
255	413	2	2
224	662	5	3
332	717	3	4
315	732	3	4
236	66	2	3
301	1091	3	3
374	159	4	4
328	332	3	4
339	126	4	4
334	514	4	4
109	196	4	4
348	473	3	4
328	228	3	4
6	459	2	4
374	761	3	2
312	170	5	5
269	183	3	4
29	259	4	3
279	384	4	3
365	13	3	3
308	199	4	4
320	1081	4	3
102	167	2	2
91	64	4	5
122	423	4	4
163	97	4	3
184	22	3	4
1	252	2	3
293	64	5	4
378	451	4	4
331	305	5	4
268	325	3	2
206	260	3	2
301	180	3	4
63	412	3	2
151	660	4	4
109	183	5	4
320	90	4	4
96	525	2	5
21	717	1	2
354	70	3	3
126	243	5	3
250	477	3	3
15	476	4	3
6	238	5	4
174	1032	3	3
256	9	4	4
7	589	5	4
37	597	5	3
393	12	5	4
146	302	4	4
92	201	3	3
13	317	5	4
85	425	4	4
199	276	4	4
180	694	5	5
6	81	4	4
7	501	5	4
95	185	3	4
378	1134	4	4
21	985	2	3
213	628	5	4
363	959	1	3
62	176	5	4
95	699	2	4
234	76	2	3
128	136	5	4
279	1239	1	3
320	869	4	3
403	111	4	4
405	56	4	3
389	496	4	4
239	558	5	4
380	709	4	4
62	815	3	3
88	690	4	4
362	336	2	3
251	249	5	4
325	492	4	4
343	919	5	5
310	251	5	5
213	281	4	4
327	239	3	3
222	869	3	3
214	238	4	4
303	55	4	4
385	1536	5	3
168	1047	2	3
367	665	5	4
308	498	5	4
116	260	2	2
144	93	1	4
363	347	3	3
7	207	4	4
264	210	5	5
85	1137	4	4
326	443	5	3
222	202	4	4
367	436	4	4
224	620	3	3
378	304	4	4
334	227	1	3
345	1048	2	3
381	694	4	4
399	73	3	3
396	260	3	3
216	433	3	4
117	772	4	3
345	93	4	4
18	953	3	3
158	731	2	3
328	1263	3	3
169	604	4	4
389	792	4	4
77	89	5	4
313	228	3	4
224	655	4	4
299	752	3	3
326	445	4	3
155	324	2	2
244	217	5	3
119	105	2	3
175	483	5	5
373	117	4	4
274	277	4	4
312	180	4	5
401	117	3	3
394	568	5	4
405	592	1	3
291	715	5	4
352	181	4	4
368	567	3	2
244	723	3	3
314	288	5	4
268	382	3	3
321	497	5	4
97	429	4	4
299	285	5	4
130	322	4	4
397	108	4	3
70	89	4	4
64	156	4	4
102	50	4	4
269	642	3	3
131	302	5	5
363	144	4	3
400	328	3	3
405	1582	1	2
339	380	3	3
49	737	1	3
303	43	3	3
383	474	5	5
53	250	2	4
382	183	3	4
313	501	5	4
308	79	4	4
48	433	3	3
168	323	3	3
13	436	2	3
59	118	5	3
270	217	5	4
354	962	4	3
92	559	3	3
405	580	1	2
323	328	3	3
200	1060	3	4
260	538	1	4
405	1409	1	2
292	234	5	5
207	59	4	4
237	199	4	5
273	319	4	4
338	486	3	4
286	289	5	3
145	217	3	3
66	15	3	3
175	9	4	4
62	180	4	4
13	281	3	3
234	1457	3	3
230	443	4	4
307	1140	2	3
303	705	5	4
239	152	3	4
385	337	4	3
229	258	2	3
297	195	1	4
1	180	3	4
373	102	5	3
313	199	4	4
208	523	4	4
194	98	4	4
292	207	5	4
125	120	1	3
280	195	3	4
378	527	4	4
271	419	3	4
176	240	4	3
365	321	5	3
42	280	4	3
56	38	2	3
269	809	1	2
102	184	2	3
344	248	4	4
391	264	1	3
230	432	4	4
23	13	4	3
267	824	4	3
286	577	2	2
393	431	2	4
389	490	3	4
313	565	1	3
264	443	5	5
326	944	2	3
195	304	4	4
43	91	3	4
222	944	3	3
308	1404	4	4
13	447	2	3
312	604	5	5
387	168	5	4
41	174	4	4
311	425	2	4
174	293	5	4
159	872	1	3
95	445	4	4
145	683	3	2
76	1007	4	4
290	227	2	3
213	193	4	4
308	806	4	4
256	51	4	4
363	588	2	3
290	739	3	4
184	137	5	4
11	752	4	3
9	507	4	4
195	771	2	2
337	135	5	4
342	32	5	4
383	321	5	4
256	974	3	4
345	1011	3	4
130	358	4	4
346	569	3	3
75	1151	2	2
250	129	4	4
339	228	4	4
49	1076	2	1
361	14	4	4
132	275	3	4
312	157	1	4
234	70	3	3
231	748	4	4
399	924	5	3
18	423	5	4
249	202	4	4
399	1543	3	3
394	174	5	5
208	435	5	4
188	209	2	4
399	372	3	3
246	402	3	3
384	355	4	4
293	435	4	4
92	94	3	3
348	406	4	3
94	234	5	4
145	727	2	3
83	106	4	3
270	275	5	5
281	938	2	3
378	276	4	4
85	213	4	4
68	282	1	3
62	249	2	3
364	289	3	3
343	88	4	4
95	422	2	3
125	194	5	4
292	222	3	4
194	195	3	4
334	515	4	4
392	165	5	5
160	463	4	4
42	1045	2	3
150	628	4	4
325	152	4	4
30	294	4	4
232	202	4	4
216	1161	4	3
232	272	4	4
405	1432	1	1
234	205	3	4
334	285	4	4
296	963	5	5
303	729	3	4
60	216	4	4
305	305	3	4
279	1035	3	3
373	127	2	4
360	242	4	4
402	111	4	4
234	242	4	4
279	1271	4	2
59	846	4	3
91	161	3	4
222	12	5	4
380	59	4	4
324	283	3	4
354	904	5	4
371	55	4	4
128	209	4	4
59	506	5	4
103	50	5	5
6	423	3	4
234	1198	3	3
276	831	3	3
148	507	5	4
207	241	3	3
144	19	4	4
135	475	4	4
117	411	3	4
12	381	4	4
250	748	2	3
43	956	1	4
18	64	5	4
280	586	4	2
318	485	5	4
394	88	3	4
392	293	4	4
59	708	4	4
347	222	4	4
58	1019	4	4
207	194	4	4
305	81	3	4
334	684	4	3
313	194	4	4
295	570	3	4
304	343	3	4
224	1053	3	3
327	806	4	3
225	492	4	5
233	1194	5	5
299	135	4	4
346	518	4	4
348	472	4	4
326	508	3	2
399	196	5	3
7	393	4	4
393	1092	3	2
214	216	4	4
238	121	4	4
178	510	4	4
23	209	5	4
244	290	3	3
201	302	4	4
200	802	4	3
385	249	2	3
391	56	5	4
399	402	3	3
151	87	4	4
145	3	3	3
262	122	2	2
103	471	4	3
11	395	2	3
276	14	4	4
393	136	5	4
135	744	4	3
275	28	4	4
236	532	2	3
49	423	2	3
216	368	2	2
157	1302	5	4
255	748	1	2
147	345	4	5
115	89	5	5
276	145	3	3
347	318	3	5
37	195	5	4
326	679	3	2
234	523	4	3
308	611	4	4
246	369	3	2
100	990	3	3
287	268	4	4
354	47	4	4
279	1120	3	4
192	302	5	4
379	480	5	5
353	271	2	3
379	98	5	5
186	939	5	3
171	344	3	4
402	255	4	4
92	463	4	4
85	94	3	3
38	252	5	4
95	588	3	4
91	484	4	5
321	191	3	4
354	213	5	4
293	414	4	4
48	172	5	5
109	441	2	3
1	250	4	4
92	977	2	3
215	258	3	4
174	949	5	3
148	163	4	4
379	135	4	5
344	678	2	3
370	209	5	4
244	72	4	3
389	583	2	3
234	196	3	3
383	641	4	5
42	834	1	3
95	161	3	4
188	392	5	4
249	24	4	4
109	409	2	3
308	466	5	4
276	1180	2	3
348	245	4	4
40	333	4	3
104	1226	3	3
65	48	5	4
7	514	2	4
239	701	5	4
58	546	2	3
139	246	4	4
7	404	5	4
313	69	5	4
299	181	3	4
293	16	2	3
343	654	5	5
399	531	3	3
249	271	4	4
227	19	4	4
374	216	5	4
7	630	5	4
393	31	4	4
361	12	4	4
13	866	3	3
309	1393	2	3
256	864	4	4
130	286	5	4
381	634	3	4
235	188	4	4
344	845	3	3
370	12	4	4
193	553	4	3
347	841	3	3
405	210	5	3
90	17	4	4
268	258	2	3
95	568	4	4
303	998	3	3
298	213	3	4
289	685	4	3
145	38	3	3
373	20	2	3
313	665	4	3
220	286	5	4
207	2	3	3
239	1056	5	3
87	183	4	5
25	427	4	5
92	173	3	4
342	100	5	4
346	684	4	4
393	374	3	2
405	465	1	3
236	614	5	3
389	98	4	4
355	336	4	3
392	276	4	4
234	929	1	2
255	455	2	2
320	97	5	4
165	332	4	4
244	631	4	4
5	418	3	3
87	73	3	4
395	172	5	5
346	673	3	3
354	953	3	3
276	471	4	4
151	684	3	4
303	201	5	4
102	164	3	3
393	686	4	3
139	508	4	4
234	21	3	2
174	1230	1	2
109	318	4	4
301	597	3	3
398	199	4	4
234	739	3	2
276	1471	2	2
163	286	3	4
206	882	1	3
363	1019	5	3
279	117	5	3
336	692	3	3
303	578	2	3
92	1207	3	2
232	747	3	4
405	692	5	2
276	806	4	4
363	370	3	2
195	1417	3	3
345	246	4	4
387	461	5	4
94	546	3	3
363	346	4	4
72	96	5	4
92	53	3	3
379	522	5	5
148	7	5	4
312	593	5	3
49	95	2	2
181	1357	1	0
124	550	4	2
81	282	5	3
330	1028	4	4
370	238	4	4
265	410	4	4
177	270	1	4
392	1014	3	3
62	1131	3	4
399	742	4	3
256	188	5	4
336	67	4	2
392	319	5	4
383	475	2	5
174	571	1	3
301	153	3	4
222	1267	3	3
332	934	2	4
381	13	4	4
81	595	4	2
56	294	4	4
393	836	4	3
160	693	5	4
334	845	2	3
311	15	5	4
118	528	4	5
291	1273	2	3
322	12	4	5
64	476	1	3
82	527	3	4
328	423	4	4
12	402	5	4
312	705	5	4
249	55	5	4
402	764	3	3
181	1376	1	1
49	123	1	2
399	33	3	3
5	429	3	4
269	120	1	1
28	568	4	4
5	385	4	3
274	294	3	4
226	24	4	4
222	92	3	4
181	103	1	1
407	205	4	4
60	197	4	5
18	966	2	4
86	327	4	3
16	161	5	4
214	483	4	5
276	809	2	3
359	273	4	4
70	139	3	3
308	455	4	3
269	44	3	2
279	952	3	3
130	176	5	5
130	28	4	5
313	521	4	4
388	5	4	4
232	98	4	5
280	237	3	4
189	268	4	4
330	200	5	5
335	678	3	3
328	289	4	3
299	778	4	3
282	294	4	3
405	1578	1	2
178	363	3	3
269	238	5	4
38	79	3	5
401	609	3	3
119	550	4	4
399	154	3	3
102	568	2	3
184	410	3	3
246	289	2	3
43	402	4	4
65	211	4	4
194	289	1	2
222	204	5	4
87	33	3	4
334	69	1	4
13	271	1	3
215	432	5	4
8	689	4	3
223	742	3	4
314	1028	3	4
354	699	3	3
327	1012	2	3
6	59	5	4
345	100	5	5
374	279	4	3
385	1071	4	3
184	1396	4	4
380	923	3	4
291	218	4	4
363	196	4	3
213	180	5	5
230	276	5	4
301	566	3	4
27	370	4	2
268	73	3	3
85	658	3	3
212	179	1	4
301	173	4	4
315	12	5	5
308	1073	3	4
295	1170	5	4
181	1052	2	1
16	300	5	4
393	1032	3	3
405	787	3	2
323	15	3	4
291	188	3	4
395	315	5	5
204	259	2	2
345	289	3	3
223	282	4	3
42	432	3	4
326	655	5	3
377	100	3	5
184	286	4	4
130	393	5	4
83	181	4	4
130	99	5	5
387	693	5	4
117	195	5	5
405	414	1	3
398	50	5	5
193	684	4	4
18	659	4	4
95	265	3	4
336	1074	5	3
379	50	4	5
178	273	3	4
409	1295	1	3
119	83	4	5
409	1242	2	4
28	145	3	3
303	1011	2	4
308	664	5	4
10	275	4	4
181	881	1	1
222	840	3	3
343	250	5	4
54	871	5	3
224	135	1	3
99	3	3	3
291	794	4	4
106	88	3	4
328	556	3	2
315	792	5	4
178	181	5	4
180	1131	5	4
344	471	3	4
268	477	3	3
308	44	4	3
214	23	5	5
90	512	4	5
87	411	4	4
352	657	4	5
236	1102	4	1
345	732	4	4
144	1142	5	4
334	663	5	4
57	100	5	4
310	1022	5	4
339	1139	3	3
19	382	3	3
340	402	4	4
361	1074	3	3
318	63	3	3
279	391	5	3
67	122	3	2
405	773	1	2
178	55	4	4
222	1179	1	2
121	57	5	4
151	654	4	5
141	295	5	3
373	488	3	4
326	436	3	3
386	50	4	4
68	471	3	3
139	286	4	4
334	1051	4	3
413	222	4	3
207	174	4	4
1	254	1	2
49	401	2	2
194	739	3	3
64	566	3	4
378	29	3	3
56	1036	2	3
234	1458	4	3
198	95	3	3
5	372	3	3
393	715	1	3
406	156	5	4
66	475	2	4
268	1095	2	2
267	3	4	3
361	88	4	4
276	693	4	4
347	257	4	4
224	1039	5	4
276	547	4	4
352	183	5	4
254	97	5	4
222	240	2	3
246	260	5	2
85	70	4	3
11	710	2	4
80	199	2	5
109	672	2	3
280	322	4	3
162	628	4	4
363	473	4	3
399	959	3	3
354	58	3	4
227	1008	4	3
374	124	3	4
298	28	4	5
95	48	4	4
94	246	4	4
243	435	4	4
44	118	3	3
222	395	1	3
1	129	5	4
389	216	2	4
253	87	5	5
244	69	4	4
91	1050	3	4
215	216	4	4
405	647	1	3
397	988	1	2
158	273	3	4
113	286	4	4
286	1047	1	3
21	977	2	2
127	450	5	4
336	232	3	3
393	1446	5	3
295	183	1	5
405	789	1	3
146	300	3	4
303	591	4	4
407	249	2	3
296	815	3	3
379	284	4	4
134	892	2	3
384	689	4	4
130	356	4	4
378	576	3	3
158	593	4	3
85	708	4	4
115	12	5	5
251	596	3	4
286	53	2	3
26	255	3	3
244	724	4	4
65	736	4	4
286	88	4	4
308	127	4	5
376	269	5	4
101	50	4	4
334	525	5	4
373	378	5	4
308	64	4	4
316	1039	5	3
291	755	2	4
357	1095	3	3
303	651	5	4
200	1033	2	3
405	1118	1	2
121	192	4	4
286	1286	5	4
388	147	4	4
326	88	2	3
115	470	2	4
203	151	4	4
347	230	4	4
406	605	5	3
71	289	2	3
13	472	5	2
141	872	1	2
184	116	4	4
271	518	4	4
255	288	4	3
66	21	1	3
59	419	2	4
363	351	2	2
327	652	4	3
405	426	1	2
194	232	2	3
293	603	5	4
271	530	4	4
194	226	3	3
152	286	5	4
223	756	3	3
392	873	3	3
137	15	4	5
294	300	4	4
380	433	3	3
56	769	4	3
279	235	3	3
92	184	3	3
48	656	4	4
308	175	5	4
82	276	4	3
233	381	4	4
244	1047	2	2
405	1338	1	3
102	588	4	3
91	482	3	4
102	445	2	3
100	752	4	3
49	774	2	2
22	386	3	3
67	871	3	2
374	540	3	2
90	328	3	4
180	204	3	4
153	56	5	4
268	453	1	1
87	403	3	4
10	168	4	5
181	1354	1	0
189	510	5	4
206	314	1	0
332	546	4	4
393	546	2	3
322	653	4	4
201	50	4	4
7	448	3	4
38	226	1	3
347	685	3	4
374	770	5	3
290	54	3	3
212	197	5	4
405	1554	4	1
5	144	3	4
329	147	3	3
416	125	5	4
401	499	3	4
16	31	5	4
313	649	3	4
276	470	3	4
216	28	4	4
194	188	4	4
234	431	3	3
4	288	4	4
329	81	2	3
270	471	5	4
44	191	4	4
312	52	5	4
249	216	4	4
250	328	3	3
232	318	5	5
378	734	3	2
374	7	1	4
242	361	5	5
399	418	3	3
193	815	3	3
201	89	3	4
166	894	4	2
49	172	1	3
399	229	2	3
94	76	4	3
293	419	3	3
332	5	5	4
178	216	4	4
378	420	4	4
405	440	1	0
280	1478	4	3
189	381	3	4
22	226	4	3
347	246	4	4
10	497	4	5
18	497	4	4
370	511	4	4
301	1028	5	3
345	1	3	4
244	950	1	3
416	724	4	4
6	56	4	4
59	447	5	4
373	15	4	4
398	520	5	4
311	200	4	4
5	243	1	2
199	405	2	3
332	410	4	4
283	288	2	4
328	636	3	3
92	640	5	3
251	866	2	3
399	148	4	3
42	732	5	4
94	583	3	3
99	288	4	3
27	246	4	4
23	98	5	4
77	483	4	5
13	847	4	3
406	429	4	4
330	845	5	5
350	616	4	4
405	722	1	2
253	487	4	5
230	176	4	4
330	153	5	5
271	528	3	4
64	633	5	4
297	748	2	3
387	81	3	3
145	680	3	2
216	153	4	4
391	197	5	4
405	540	1	1
56	849	2	3
367	56	5	5
346	291	5	4
119	829	5	3
251	418	4	4
10	475	4	4
1	241	4	4
343	708	4	4
294	125	3	4
216	1010	3	4
99	827	3	3
13	652	5	3
308	486	4	4
195	921	3	3
137	51	1	5
222	276	5	4
95	101	1	3
357	864	5	4
339	522	5	4
222	82	4	4
291	1157	3	3
303	44	4	3
6	521	4	4
363	307	5	3
188	202	2	4
63	408	4	4
291	106	4	3
181	1151	1	1
57	281	4	3
95	657	5	4
299	150	5	4
